skz;name;plz;ort;strasse;tel;mail_vw;url_hp;art;
305016;Öffentliches Stiftsgymnasium der Benediktiner, Seitenstetten;3353;Seitenstetten;Am Klosterberg 1;07477/42300-317;gym.seitenstetten@noeschule.at;www.stiftsgymnasium.at;AHS GYM;
305021;Volksschule Amstetten, Preinsbacherstraße;3300;Amstetten;Preinsbacher Straße 17;07472/62227;vs.amstetten-preinsbacherstrasse@noeschule.at;www.vsamstetten-preinsbacherstrasse.ac.at;APS $VS;
305022;Hauptschule Amstetten, Pestalozzistraße;3300;Amstetten;Pestalozzistraße 2;07472/62911;hs.amstetten-pestalozzistrasse@noeschule.at;www.hs2-amstetten.at;APS $HS;
305026;Bundesgymnasium und Bundesrealgymnasium Amstetten;3300;Amstetten;Anzengruberstraße 6;07472/62903-0;bg.amstetten@noeschule.at;www.bgamstetten.ac.at;AHS GYM;
305031;Volksschule Amstetten, Allersdorferstraße;3300;Amstetten;Allersdorfer Straße 1;07472/68512;vs.amstetten-allersdorferstrasse@noeschule.at;www.vsamstetten-allersdorf.ac.at;APS $VS;
305032;Hauptschule Amstetten, Kirchenstraße;3300;Amstetten;Kirchenstraße 18;07472/62547;hs.amstetten-kirchenstrasse@noeschule.at;www.hsamstetten-1.ac.at;APS $HS;
305033;Allgemeine Sonderschule St. Valentin;4300;St. Valentin;Werkstraße 22;07435/52104;aso.stvalentin@noeschule.at;www.asostvalentin.ac.at;APS $AS;
305041;Volksschule Ardagger;3321;Ardagger Stift;Am Weinberg 1;07479/7316;vs.ardagger@noeschule.at;;APS $VS;
305042;Neue Niederösterreichische Mittelschule Ardagger;3321;Ardagger Stift;Am Weinberg 1;07479/7364;nms.ardagger@noeschule.at;www.hsardagger.ac.at;APS $HS NMS;
305043;Allgemeine Sonderschule Haag;3350;Haag;Höllriglstraße 17;07434/44349;aso.haag@noeschule.at;www.spzhaag.ac.at;APS $AS SPZ;
305052;Neue Niederösterreichische Mittelschule Aschbach-Markt;3361;Aschbach-Markt;Schulstraße 2;07476/7733011;nms.aschbach-markt@noeschule.at;;APS $HS NMS;
305061;Volksschule Aschbach-Markt;3361;Aschbach-Markt;Schulstraße 2;07476/773303;vs.aschbach-markt@noeschule.at;www.volksschule-aschbach.at;APS $VS;
305062;Neue Niederösterreichische Mittelschule Ertl;3355;Ertl;Schulstraße 1;07477/7319-40;nms.ertl@noeschule.at;;APS $HS NMS;
305071;Volksschule Behamberg;4441;Behamberg;Nr. 38;07252/32003-11;vs.behamberg@noeschule.at;www.vsbehamberg.ac.at;APS $VS;
305072;Hauptschule Euratsfeld;3324;Euratsfeld;Hoher Rain 6;07474/259;hs.euratsfeld@noeschule.at;www.hseuratsfeld.ac.at;APS $HS;
305074;Polytechnische Schule St. Valentin;4300;St. Valentin;Schubertviertel 50;07435/52987;pts.stvalentin@noeschule.at;www.ptsstvalentin.ac.at;APS PTS;
305081;Volksschule Biberbach;3353;Biberbach;Im Ort 8;07476/8218;vs.biberbach@noeschule.at;;APS $VS;
305082;Hauptschule Hollenstein an der Ybbs;3343;Hollenstein an der Ybbs;Dorf 31;0664 83 39 237;hs.hollenstein@noeschule.at;community.schule.at;APS $HS;
305084;Polytechnische Schule St. Peter in der Au;3352;St. Peter in der Au;Vogelhändlerplatz 4;07477/44000-30;pts.stpeter-au@noeschule.at;www.ptsstpeter-au.ac.at;APS PTS;
305091;Volksschule Sonntagberg, Böhlerwerk;3333;Böhlerwerk;Waidhofner Straße 42;07442/62770;vs.boehlerwerk@noeschule.at;;APS $VS;
305092;Hauptschule Neuhofen an der Ybbs;3364;Neuhofen an der Ybbs;Hauptstraße 21;07475/59048-33;hs.neuhofen@noeschule.at;www.hsneuhofen.ac.at;APS $HS;
305102;Neue Niederösterreichische Mittelschule Neustadtl an der Donau;3323;Neustadtl an der Donau;Feldgasse 5;07471/7003;nms.neustadtl@noeschule.at;www.hsneustadtl.ac.at;APS $HS NMS;
305111;Volksschule Ernsthofen;4432;Ernsthofen;Hauptstraße 19;07435/8450-22;vs.ernsthofen@noeschule.at;;APS $VS;
305112;Neue Niederösterreichische Mittelschule Sonntagberg;3332;Rosenau, Sonntagberg;Schulstraße 9;07448/2303;nms.sonntagberg-rosenau@noeschule.at;www.hsrosenau.ac.at;APS $HS NMS;
305121;Volksschule Ertl;3355;Ertl;Schulstraße 1;07477/731920;vs.ertl@noeschule.at;www.vsertl.ac.at;APS $VS;
305122;Neue Niederösterreichische Mittelschule St. Peter in der Au;3352;St. Peter in der Au;Vogelhändlerplatz 4;07477/44000-40;nms.stpeter-au@noeschule.at;www.hauptschule.at.hm;APS $HS NMS;
305131;Volksschule Euratsfeld;3324;Euratsfeld;Hauptstraße 8;07474/6585;vs.euratsfeld@noeschule.at;;APS $VS;
305132;Neue Niederösterreichische Mittelschule St. Valentin, Schubertviertel, Interessens- und Begabungsorientierte Mittelschule;4300;St. Valentin;Schubertviertel 50;07435/52439;nms.stvalentin-schubertviertel@noeschule.at;www.schulen.eduhi.at/hs1shs-st.valentin/deutsch.htm;APS $HS NMS;
305141;Volksschule Ferschnitz;3325;Ferschnitz;Schulstraße 7;07473/8387;vs.ferschnitz@noeschule.at;www.vsferschnitz.ac.at;APS $VS;
305142;Neue Niederösterreichische Mittelschule Seitenstetten;3353;Seitenstetten;Amstettner Straße 29;07477/42359;nms.seitenstetten@noeschule.at;;APS $HS NMS;
305152;Hauptschule Haag;3350;Haag;Höllriglstraße 17;07434/42146;hs.haag@noeschule.at;www.hshaag.ac.at;APS $HS;
305161;Volksschule Haidershofen;4431;Haidershofen;Nr. 5;07252/37831;vs.haidershofen@noeschule.at;www.vshaidershofen.ac.at;APS $VS;
305162;Hauptschule Amstetten, Hausmening;3363;Ulmerfeld-Hausmening;Winthalstraße 23;07475/59025;hs.hausmening@noeschule.at;;APS $HS;
305171;Volksschule Haidershofen, Vestenthal;4431;Haidershofen;Vestenthal 35;07434/42816;vs.haidershofen-vestenthal@noeschule.at;www.vsvestenthal.ac.at;APS $VS;
305172;Neue Niederösterreichische Mittelschule Wallsee-Sindelburg;3313;Wallsee;St. Severinstraße 17;07433/2708;nms.wallsee-sindelburg@noeschule.at;www.hswallsee.ac.at;APS $HS NMS;
305182;Neue Niederösterreichische Mittelschule Wolfsbach;3354;Wolfsbach;Schulstraße 2;07477/8274;nms.wolfsbach@noeschule.at;hs-wolfsbach.schulweb.at;APS $HS NMS;
305191;Volksschule Hollenstein an der Ybbs;3343;Hollenstein an der Ybbs;Dorf 31;0664 83 39 237;vs.hollenstein@noeschule.at;;APS $VS;
305192;Neue Niederösterreichische Mittelschule Ybbsitz;3341;Ybbsitz;Maisbergstraße 13;07443/86240;nms.ybbsitz@noeschule.at;;APS $HS NMS;
305201;Volksschule Kematen an der Ybbs;3331;Kematen an der Ybbs;13. a Straße 3;07448/3617;vs.kematen@noeschule.at;www.vskematen.ac.at;APS $VS;
305202;Private Hauptschule Amstetten der Kongregation der Schwestern vom 3.Orden des Hl. Franziskus;3300;Amstetten;Rathausstraße 16;07472/62577-18;phs.amstetten@noeschule.at;www.phsamstetten.ac.at;APS $HS;
305212;Private Hauptschule Rosenau - Sonntagberg der Kongregation der Schwestern vom göttlichen Erlöser;3332;Rosenau, Sonntagberg;Gleiss, Waidhofner Straße 22;07448/2316-14;phs.rosenau-sonntagberg@noeschule.at;www.phsgleiss.ac.at;APS $HS NMS;
305222;Neue Niederösterreichische Mittelschule Haidershofen;4431;Haidershofen;Nr. 100;07252/37849;nms.haidershofen@noeschule.at;hshaidershofen.ac.at;APS $HS NMS;
305232;Neue Niederösterreichische Mittelschule St. Valentin, Langenhart;4300;St. Valentin;Schulstraße 1;07435/53590;nms.stvalentin-langenhart@noeschule.at;www.hsstvalentin-2.ac.at;APS $HS NMS;
305241;Volksschule St. Peter in der Au, Kürnberg;3352;St. Peter in der Au;Kürnberg 10;07252/30294;vs.kuernberg@noeschule.at;;APS $VS;
305242;Hauptschule Amstetten, Mauer;3362;Mauer bei Amstetten;Hausmeninger Straße 6;07475/59064;hs.mauer@noeschule.at;www.hsmauer.ac.at;APS $HS;
305251;Volksschule Neuhofen an der Ybbs;3364;Neuhofen an der Ybbs;Hauptstraße 23;07475/52116;vs.neuhofen@noeschule.at;www.vsneuhofen.ac.at;APS $VS;
305252;Neue Niederösterreichische Mittelschule Strengberg;3314;Strengberg;Schulplatz 5;07432/2336-1;nms.strengberg@noeschule.at;hsstrengberg.comteam.at;APS $HS NMS;
305261;Volksschule Neustadtl an der Donau;3323;Neustadtl an der Donau;Marktstraße 6;07471/2217;vs.neustadtl@noeschule.at;;APS $VS;
305262;Neue Niederösterreichische Mittelschule St. Peter in der Au, Ramingtal;4442;Kleinraming;Ramingtal 30;07252/30155;nms.stpeter-au-ramingtal@noeschule.at;;APS $HS NMS;
305271;Volksschule Oed - Öhling, Oed;3312;Oed bei Amstetten;Nr. 50;07478/216;vs.oed@noeschule.at;www.vsoed.ac.at;APS $VS;
305281;Volksschule Oed - Öhling, Öhling;3362;Oehling;Nr. 39;07475/53103;vs.oehling@noeschule.at;;APS $VS;
305291;Volksschule Opponitz;3342;Opponitz;Hauslehen 23;07444/7268;vs.opponitz@noeschule.at;;APS $VS;
305301;Volksschule Sonntagberg, Rosenau;3332;Rosenau, Sonntagberg;Schulstraße 9;07448/2295;vs.rosenau@noeschule.at;;APS $VS;
305321;Volksschule St. Georgen am Reith;3344;St. Georgen am Reith;Dorf 36;07484/8226;vs.stgeorgen-reith@noeschule.at;;APS $VS;
305331;Volksschule St. Georgen am Ybbsfelde;3304;St. Georgen am Ybbsfelde;Marktplatz 2;07473/2305;vs.stgeorgen-ybbsfeld@noeschule.at;www.vsstgeorgen-ybbsfelde@asn-noe.ac.at;APS $VS;
305371;Volksschule St. Pantaleon - Erla;4303;St. Pantaleon;Ringstraße 12;07435/7592;vs.stpantaleon-erla@noeschule.at;www.st-pantaleon-erla.gv.at/gemeinde/volksschule.html;APS $VS;
305381;Volksschule St. Peter in der Au;3352;St. Peter in der Au;Haghofstraße 3;07477/42317;vs.stpeter-au@noeschule.at;www.vsstpeter-au.ac.at;APS $VS;
305391;Volksschule St. Valentin, Hauptplatz;4300;St. Valentin;Hauptplatz 9;07435/521610;vs.stvalentin-hauptplatz@noeschule.at;www.vsstvalentin-hauptplatz.ac.at;APS $VS;
305401;Volksschule St. Valentin, Werkstraße;4300;St. Valentin;Werkstraße 22;07435/52235;vs.stvalentin-werkstrasse@noeschule.at;www.vsstvalentin-werkstrasse.ac.at;APS $VS;
305411;Volksschule Seitenstetten;3353;Seitenstetten;Schulgasse 6;07477/42273;vs.seitenstetten@noeschule.at;www.vsseitenstetten.ac.at;APS $VS;
305419;Fachschule für wirtschaftliche Berufe der Marienschwestern vom Karmel, Klein Erla;4303;St. Pantaleon-Erla;Klein Erla 1;07435/7464;fs.erla@noeschule.at;www.fachschulenerla.ac.at;BBS W$S WMS;
305428;Bundeshandelsakademie und Bundeshandelsschule Amstetten;3300;Amstetten;Stefan Fadinger-Straße 36;07472/62628;hak.amstetten@noeschule.at;www.hakamstetten.ac.at;BBS K$S KMS KHS;
305431;Volksschule Haag;3350;Haag;Wiener Straße 2;07434/43959;vs.haag@noeschule.at;www.vshaag.ac.at;APS $VS;
305449;Fachschule für wirtschaftliche Berufe der Kongregation der Schulschwestern, Amstetten;3300;Amstetten;Rathausstraße 16;07472/62577-25;fs.amstetten@noeschule.at;www.fwamstetten.ac.at;BBS W$S WMS;
305451;Volksschule Strengberg;3314;Strengberg;Schulplatz 3;07432/2241;vs.strengberg@noeschule.at;www.vsstrengberg.ac.at;APS $VS;
305459;Fachschule für Sozialberufe Gleiß;3332;Rosenau/Sonntagberg;Waidhofner Straße 22;07448/2316-16;fsb.gleiss@noeschule.at;www.fsbgleiss.ac.at;BBS W$S WMS SOZ;
305461;Volksschule Amstetten, Hausmening;3363;Ulmerfeld - Hausmening - Neufurth;Hausmening, Josef Hiebl-Straße 12;07475/52202;vs.hausmening@noeschule.at;in Arbeit;APS $VS;
305469;Höhere Bundeslehranstalt für wirtschaftliche Berufe Amstetten;3300;Amstetten;Stefan Fadinger-Straße 36;07472/68210-0;hlw.amstetten@noeschule.at;www.hlwamstetten.ac.at;BBS W$S WMS WHS;
305471;Volksschule Viehdorf;3322;Viehdorf;Nr. 112;07472/64192;vs.viehdorf@noeschule.at;www.vsviehdorf.ac.at;APS $VS;
305479;Höhere Bundeslehranstalt für wirtschaftliche Berufe Haag;3350;Haag;Wienerstraße 2;07434/43717-0;hlw.haag@noeschule.at;www.hlwhaag.ac.at;BBS W$S WMS WHS;
305489;Private Fachschule für Altendienste und Pflegehilfe Haag;3350;Haag;Wienerstraße 2;07434/43717;fs.haag@noeschule.at;;BBS GES;
305501;Volksschule Wallsee - Sindelburg;3313;Wallsee;St. Severinstraße 17;07433/2239;vs.wallsee-sindelburg@noeschule.at;;APS $VS;
305511;Volksschule Weistrach;3351;Weistrach;Dorf 50;07477/42398;vs.weistrach@noeschule.at;;APS $VS;
305531;Volksschule Winklarn;3300;Winklarn;Hauptstraße 13;07472/6431930;vs.winklarn@noeschule.at;;APS $VS;
305541;Volksschule Wolfsbach;3354;Wolfsbach;Schulstraße 2;07477/820411;vs.wolfsbach@noeschule.at;www.vswolfsbach.ac.at;APS $VS;
305551;Volksschule Ybbsitz;3341;Ybbsitz;Schulgasse 1;07443/86386;vs.ybbsitz@noeschule.at;www.vsybbsitz.ac.at;APS $VS;
305561;Volksschule Zeillern;3311;Zeillern;Schulstraße 14;07472/64402;vs.zeillern@noeschule.at;;APS $VS;
305581;Private Volksschule Amstetten der Kongregation der Schwestern vom 3.Orden des Hl. Franziskus;3300;Amstetten;Rathausstraße 16;07472/62577-49;pvs.amstetten@noeschule.at;www.pvsamstetten.ac.at;APS $VS;
305591;Private Volksschule Rosenau - Sonntagberg der Kongregation der Schwestern vom göttlichen Erlöser;3332;Rosenau, Sonntagberg;Gleiss, Waidhofner Straße 22;07448/231618;pvs.rosenau-sonntagberg@noeschule.at;www.pvsgleiss.ac.at;APS $VS;
305611;Volksschule Ennsdorf;4482;Ennsdorf;Ziegelgasse 4b;07223/82860;vs.ennsdorf@noeschule.at;vsennsdorf.ac.at;APS $VS;
305621;Volksschule Amstetten, Elsa Brandström-Straße;3300;Amstetten;Elsa Brandström-Straße 5;07472/61630;vs.amstetten-brandstroemstrasse@noeschule.at;www.vsamstetten-brandstroemstrasse.ac.at;APS $VS;
305631;Mostviertler Montessorischule Aschbach-Markt;3361;Aschbach-Markt;Gunnersdorf 5;07476/77824;pvs.aschbach@noeschule.at;;APS $VS STS;
305710;Landwirtschaftliche Fachschule Gießhübl;3300;Amstetten;Gießhübl 7;07472/62722;;;BBS LFS;
305720;Landwirtschaftliche Fachschule Hohenlehen;3343;Hollenstein/Ybbs;Garnberg 8;07445/225;;www.hohenlehen.at;BBS LFS;
305730;Landwirtschaftliche Fachschule Unterleiten;3343;Hollenstein/Ybbs;Unterleiten;07445/204;;;BBS LFS;
305810;Bildungsanstalt für Kindergartenpädagogik Trägerverein Franziskanerinnen;3300;Amstetten;Rathausstraße 16;07472/62577-21;bakip.amstetten@noeschule.at;www.bakipamstetten.ac.at;BBS BAKIP;
306011;Volksschule Alland;2534;Alland;Heiligenkreuzer Straße 151;02258/2407;vs.alland@noeschule.at;;APS $VS;
306012;Neue Niederösterreichische Mittelschule Alland;2534;Alland;Nr. 303;02258/2340;hs.alland@noeschule.at;www.hs-alland.at;APS $HS NMS;
306013;Allgemeine Sonderschule Baden;2500;Baden;Hildegardgasse 8;02252/84707;aso.baden@noeschule.at;www.spz-baden.ac.at;APS $AS SPZ;
306015;Landesberufsschule Baden;2500;Baden;Josef Kollmann-Straße 1;02252/86772-0;direktion@lbsbaden.ac.at;www.lbsbaden.ac.at;BPS BRS;
306016;Bundesgymnasium und Bundesrealgymnasium Baden, Biondekgasse;2500;Baden;Biondekgasse 6;02252/89787-0;bg.baden-biondek@noeschule.at;www.brgbaden-biondek.ac.at;AHS GYM;
306021;Volksschule Altenmarkt an der Triesting;2571;Altenmarkt an der Triesting;Hainfelder Straße 12;02673/2733;vs.altenmarkt-triesting@noeschule.at;;APS $VS;
306022;Praxishauptschule der pädagogischen Hochschule NÖ;2500;Baden;Pelzgasse 17;02252/44480;306022@noeschule.at;www.praxishsbaden.ac.at;APS $HS NMS;
306023;Allgemeine Sonderschule Bad Vöslau;2540;Bad Vöslau;Rudolf Reiter-Straße 11;02252/71451;aso.badvoeslau@noeschule.at;;APS $AS;
306024;Polytechnische Schule Baden;2500;Baden;Hildegardgasse 8;02252/46310;pts.baden@noeschule.at;www.polybaden.at;APS PTS;
306026;Bundesgymnasium Baden, Frauengasse;2500;Baden;Frauengasse 3-5;02252/44403-0;bg.baden-frauen@noeschule.at;www.bgbaden-frauen.ac.at;AHS GYM;
306031;Volksschule I Baden;2500;Baden;Pfarrplatz 1-3;02252/209226;vs.baden-1@noeschule.at;www.vs2-baden.at;APS $VS;
306032;Neue Niederösterreichische Mittelschule Baden;2500;Baden;Pelzgasse 13;02252/44480;hs.baden@noeschule.at;www.whsbaden.at;APS $HS NMS;
306033;Allgemeine Sonderschule Berndorf;2560;Berndorf;Karl Kislinger-Platz 5;0676 848225113;aso.berndorf@noeschule.at;www.spzberndorf.ac.at;APS $AS SPZ;
306036;Bundesgymnasium und Bundesrealgymnasium Berndorf;2560;Berndorf;Sportpromenade 19;02672/82265-0;bg.berndorf@noeschule.at;www.bgberndorf.ac.at;AHS GYM;
306041;Volksschule II Baden;2500;Baden;Pfarrplatz 1-3;02252/209226;vs.baden-2@noeschule.at;www.vs2-baden.at;APS $VS;
306042;Neue Niederösterreichische Mittelschule Berndorf I;2560;Berndorf;Margaretenplatz 2;0676848225390;hs.berndorf-1@noeschule.at;www.whs1berndorf.at;APS $HS NMS;
306044;Polytechnische Schule Pottenstein;2563;Pottenstein;Hainfelder Straße 24;02672/87275-21;pts.pottenstein@noeschule.at;www.poly-pottenstein.at;APS PTS;
306046;Real-, Aufbau- und Aufbaurealgymnasium des Schulvereins der Salesianer Don Boscos;2442;Unterwaltersdorf;Don Bosco-Straße 20;02254/72313-0;gym.unterwaltersdorf@noeschule.at;www.donbosco.at/unterwaltersdorf;AHS GYM;
306051;Volksschule Baden, Radetzkystraße;2500;Baden;Radetzkystraße 14;02252/86800-630;vs.baden-radetzkystrasse@noeschule.at;;APS $VS;
306052;Neue Niederösterreichische Mittelschule Berndorf II;2560;Berndorf;Margaretenplatz 2;0676 848225394;hs.berndorf-2@noeschule.at;nmsberndorf.ac.at;APS $HS $AS NMS;
306053;Allgemeine Sonderschule Traiskirchen;2514;Traiskirchen;Karl Hilber-Straße 1;02252/52 149;aso.traiskirchen@noeschule.at;asotraiskirchen.ac.at;APS $AS;
306054;Polytechnische Schule Kottingbrunn;2542;Kottingbrunn;Renngasse 18;02252/76334;pts.kottingbrunn@noeschule.at;www.ptskottingbrunn.at;APS PTS;
306056;Expositur Bad Vöslau-Gainfarn;2540;Bad Vöslau;Petzgasse 36;02252/76287;gym.gainfarn-expositur@noeschule.at;www.gymnasium-badvoeslau.ac.at;AHS GYM;
306061;Volksschule Baden, Uetzgasse;2500;Baden;Uetzgasse 12;02252/86800-640;vs.baden-uetzgasse@noeschule.at;www.vs-uetzgasse.at;APS $VS;
306062;Hauptschule Hirtenberg;2552;Hirtenberg;Leobersdorfer Straße 66;02256/81131;hs.hirtenberg@noeschule.at;www.hshirtenberg.at;APS $HS;
306071;Volksschule Bad Vöslau;2540;Bad Vöslau;Raulestraße 6;02252/71970;vs.badvoeslau@noeschule.at;www.vsbadvoeslau.ac.at;APS $VS;
306072;Neue Niederösterreichische Mittelschule Leobersdorf;2544;Leobersdorf;Schulgasse 5;02256/62110;hs.leobersdorf@noeschule.at;www.hsleobersdorf.ac.at;APS $HS NMS;
306081;Volksschule I Berndorf;2560;Berndorf;Margaretenplatz 5;0676 / 84 8225 362;vs.berndorf-1@noeschule.at;;APS $VS;
306082;Neue Niederösterreichische Mittelschule Oberwaltersdorf;2522;Oberwaltersdorf;Badener Straße 26;02253/61000-222;hs.oberwaltersdorf@noeschule.at;www.hs-oberwaltersdorf.at;APS $HS NMS;
306083;Allgemeine Sonderschule Ebreichsdorf;2483;Ebreichsdorf;Hans Hofer-Gasse 4;02254/74474;aso.ebreichsdorf@noeschule.at;www.aso-ebreichsdorf.ac.at;APS $AS SPZ;
306091;Volksschule II Berndorf;2560;Berndorf;Margaretenplatz 5;0676/84 8225 362;vs.berndorf-2@noeschule.at;;APS $VS;
306092;Neue Niederösterreichische Mittelschule Pottendorf;2486;Pottendorf;Johannes Heigl-Gasse 2;02623/722381;hs.pottendorf@noeschule.at;;APS $HS NMS;
306093;Allgemeine Sonderschule Teesdorf;2524;Teesdorf;Alfred Schedewy-Straße 10;02253/81770;aso.teesdorf@noeschule.at;http://www.asoteesdorf.ac.at;APS $AS;
306101;Volksschule Berndorf, St. Veit;2560;Berndorf;St. Veit, Hauptplatz 2;0676/84 8225-364;vs.berndorf-stveit@noeschule.at;;APS $VS;
306102;Neue Niederösterreichische Mittelschule Teesdorf;2524;Teesdorf;Schulstraße 5;02253/81650/100;hs.teesdorf@noeschule.at;;APS $HS NMS;
306103;Allgemeine Sonderschule Oberwaltersdorf;2522;Oberwaltersdorf;Badener Straße 26;0225361000233;aso.oberwaltersdorf@noeschule.at;www.oberwaltersdorf.at;APS $AS;
306112;Neue Niederösterreichische Mittelschule Traiskirchen;2514;Traiskirchen;Johann Wolfgang von Goethe-Straße 6-8;02252/52644;hs.traiskirchen@noeschule.at;www.hstraiskirchen.at;APS $HS NMS;
306121;Volksschule Seibersdorf an der Leitha;2443;Seibersdorf Deutsch-Brodersdorf;Obere Hauptstraße 39;02255/6236;vs.seibersdorf@noeschule.at;www.marktgemeinde-seibersdorf.at/schule;APS $VS;
306122;Hauptschule Weissenbach an der Triesting;2564;Weissenbach an der Triesting;Hollergasse 46;02674/87381;hs.weissenbach@noeschule.at;www.hsweissenbach.at;APS $HS;
306131;Volksschule Enzesfeld - Lindabrunn;2551;Enzesfeld - Lindabrunn;Schulgasse 2;02256/81090;vs.enzesfeld-lindabrunn@noeschule.at;www.vs-enzesfeld-lindabrunn.at;APS $VS;
306132;Neue Niederösterreichische Mittelschule Bad Vöslau;2540;Bad Vöslau;Raulestraße 9;02252/76181;hs.badvoeslau@noeschule.at;www.sms-badvoeslau.at;APS $HS NMS;
306141;Volksschule Furth an der Triesting;2564;Furth an der Triesting;Nr. 2;02674/88290;vs.furth@noeschule.at;;APS $VS;
306142;Neue Niederösterreichische Mittelschule Ebreichsdorf;2483;Ebreichsdorf;Schulgasse 6;02254/72239;hs.ebreichsdorf@noeschule.at;;APS $HS PTS NMS;
306151;Volksschule Bad Vöslau, Gainfarn;2541;Bad Vöslau/Gainfarn;Hauptstraße 54-56;02252/70465;vs.badvoeslau-gainfarn@noeschule.at;www.vsgainfarn.ac.at;APS $VS;
306161;Volksschule Hernstein, Grillenberg;2560;Grillenberg;Schulgasse 6;02672/87149;vs.hernstein-grillenberg@noeschule.at;;APS $VS;
306191;Volksschule Heiligenkreuz;2532;Heiligenkreuz;Nr. 50;02258/8730;vs.heiligenkreuz@noeschule.at;www.heiligenkreuz.at;APS $VS;
306201;Volksschule Hirtenberg;2552;Hirtenberg;Feldgasse 1a;02256/81130;vs.hirtenberg@noeschule.at;www.vs-hirtenberg.at;APS $VS;
306221;Volksschule Klausen - Leopoldsdorf;2533;Klausen - Leopoldsdorf;Nr. 81;02257/273;vs.klausen-leopoldsdorf@noeschule.at;www.vsklausen.at;APS $VS;
306231;Volksschule Kottingbrunn;2542;Kottingbrunn;Franz Nagl-Gasse 20;02252/76107;vs.kottingbrunn@noeschule.at;www.vskottingbrunn.at;APS $VS;
306251;Volksschule Traiskirchen, Möllersdorf;2514;Traiskirchen;Guntramsdorfer Straße 1-3;02252/52150 oder 050355/362;vs.moellersdorf@noeschule.at;www.vsmoellersdorf.ac.at;APS $VS;
306271;Volksschule Pfaffstätten;2511;Pfaffstätten;Schulgasse 2;02252/43860;vs.pfaffstaetten@noeschule.at;volksschule.pfaffstaetten.at;APS $VS;
306281;Volksschule Pottendorf;2486;Pottendorf;Johannes Heigl-Gasse 2;02623/72238-2;vs.pottendorf@noeschule.at;www.vspottendorf.at;APS $VS;
306301;Volksschule Reisenberg;2440;Reisenberg;Kirchengasse 11;02234/80566;vs.reisenberg@noeschule.at;;APS $VS;
306331;Volksschule Sooß;2500;Sooß;Hauptstraße 29;02252/22592;vs.sooss@noeschule.at;www.vssooss.at;APS $VS;
306351;Volksschule Traiskirchen;2514;Traiskirchen;Karl Hilber-Straße 1;02252/52386;vs.traiskirchen@noeschule.at;www.vstraiskirchen.ac.at;APS $VS;
